1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
1710,0,0,2,0,4,1,1400,0,2,6,1,0,0,310,1,2,2,5,0,4,2,12,13,1,2,2,6,866,3,5,2,5,1,2007.0,1710,0,1,0,2,152,1,2,3,0,13891,4,107.0,3,0,20,3,436.0,4,0,1,16,102,5,8,2,0,1,3,5,6,0,1,6,1710,0,0,2007,2008,2008
1165,1098,0,4,0,4,4,0,0,6,6,0,0,2,1141,1,2,2,5,0,4,2,12,13,1,2,2,6,420,2,5,0,5,3,1998.0,2263,1,1,2,5,404,1,2,3,0,12090,0,93.0,3,0,60,3,650.0,1,0,7,15,123,5,8,2,0,1,3,0,8,0,1,10,1141,0,144,1998,1998,2006
1246,1044,0,4,1,4,4,0,0,6,6,0,0,4,777,1,2,2,5,114,4,3,12,0,0,2,2,6,560,2,5,3,5,5,1971.0,2290,0,1,2,5,1417,2,3,3,0,11340,4,60.0,3,0,190,4,0.0,3,0,4,17,0,6,4,0,0,1,1,4,8,0,1,11,777,0,0,1885,1950,2010
1100,0,0,3,0,4,4,419,306,0,5,1,0,4,375,1,2,2,5,0,4,3,13,14,1,2,1,6,312,1,5,2,5,1,1960.0,1100,0,1,4,2,208,1,3,3,0,12493,4,69.0,0,0,20,3,0.0,3,0,4,12,0,5,4,2,0,1,1,4,8,0,1,6,1100,0,355,1960,1960,2008
2117,0,0,4,0,4,2,865,0,1,6,0,0,4,340,1,2,2,5,0,4,3,3,10,2,1,2,6,550,2,5,0,5,1,1970.0,2117,1,1,0,2,1382,1,3,3,0,12925,0,69.0,0,0,20,3,0.0,3,0,5,12,42,7,6,2,0,1,1,4,8,0,1,7,1205,0,0,1970,1970,2008
960,0,0,3,0,4,4,0,0,6,6,0,0,4,672,1,2,2,0,0,4,3,0,0,0,1,1,6,288,1,5,3,5,2,1956.0,960,0,1,0,2,1123,1,3,3,0,8926,0,69.0,0,0,20,3,0.0,3,0,10,7,0,3,4,2,0,1,1,0,0,160,1,5,672,0,64,1956,1956,2009
1022,752,0,2,0,4,4,0,0,6,6,0,0,4,952,1,0,2,1,205,4,3,3,15,2,0,2,2,468,2,5,3,1,5,1931.0,1774,0,1,2,0,9,2,3,3,0,6120,4,51.0,3,0,50,4,0.0,3,0,4,17,0,5,7,2,0,1,1,0,8,0,1,8,952,0,90,1931,1950,2008
1082,0,0,2,0,0,4,336,0,1,6,0,0,4,746,1,0,2,5,0,4,3,8,8,1,1,1,6,240,1,5,3,5,5,1948.0,1082,0,1,4,2,1015,1,3,3,0,11664,4,60.0,3,0,20,3,206.0,1,0,11,12,130,5,6,2,0,1,1,4,8,0,1,5,1082,0,0,1948,1950,2007
1122,0,0,2,0,4,4,144,608,2,0,1,0,4,172,1,2,2,5,0,4,3,8,8,0,1,1,6,528,2,5,3,5,1,1948.0,1122,0,1,0,2,1309,1,2,3,0,12000,4,100.0,3,0,20,4,0.0,3,0,5,17,36,7,5,2,0,1,1,4,8,0,1,6,924,0,0,1948,2005,2008
1338,0,0,2,4,4,2,616,0,2,6,1,0,2,722,1,2,2,5,170,4,2,5,5,0,2,2,6,582,2,5,0,5,1,2001.0,1338,0,1,0,2,1061,1,2,3,0,4920,4,41.0,3,0,120,3,0.0,3,0,4,22,0,5,8,2,0,1,1,4,8,0,1,6,1338,0,0,2001,2001,2010
888,868,0,3,0,4,4,742,0,0,6,1,0,0,130,1,2,2,5,0,4,2,12,13,0,2,2,6,422,2,5,0,5,1,1996.0,1756,1,1,0,5,453,1,3,3,0,9303,0,69.0,0,0,60,3,42.0,1,0,7,23,122,5,6,2,0,1,3,4,8,0,1,7,872,0,144,1996,1997,2007
1302,0,0,3,0,4,1,270,580,3,0,0,1,2,452,1,2,2,5,0,4,3,6,6,0,1,2,2,309,1,5,2,5,1,1964.0,1302,0,1,0,7,254,1,2,3,0,9350,4,85.0,3,0,80,3,108.0,1,0,10,12,0,7,6,2,0,1,3,4,1,0,1,7,1302,0,333,1964,1991,2007
951,0,0,2,0,4,4,285,0,0,6,0,0,4,666,0,2,2,5,0,4,3,13,14,0,0,1,6,327,1,5,3,5,5,1936.0,951,0,1,0,2,897,1,3,3,0,8765,4,50.0,3,0,30,4,0.0,3,0,4,9,28,6,4,2,0,1,1,0,8,0,1,6,951,0,0,1936,1950,2006
483,504,0,2,3,0,4,309,0,1,6,0,0,4,174,1,2,2,5,0,4,3,6,6,0,1,1,6,264,1,5,3,5,5,1973.0,987,1,1,4,5,1379,1,3,3,0,1953,4,21.0,3,0,160,4,408.0,1,0,6,2,0,5,6,2,0,1,1,4,8,0,1,5,483,0,72,1973,1973,2006
1090,0,0,2,0,1,4,980,0,0,6,1,0,0,110,1,2,2,5,0,4,3,12,13,0,2,1,6,450,2,5,0,5,1,2005.0,1090,1,1,2,2,881,1,3,3,0,7024,4,60.0,3,0,20,3,0.0,3,0,6,7,49,5,5,2,0,1,1,4,8,0,1,5,1090,0,0,2005,2006,2007
984,620,0,3,0,4,4,408,420,3,1,0,0,4,156,1,2,2,5,0,4,3,13,14,0,1,2,3,660,2,5,3,5,5,1977.0,1604,0,1,0,0,1378,1,3,3,0,10998,4,60.0,3,0,50,3,0.0,3,0,7,7,68,5,5,2,0,1,1,4,8,0,1,6,984,0,0,1941,1960,2009
756,756,0,2,4,4,4,420,0,2,6,0,0,2,336,1,2,2,5,0,4,2,8,8,1,2,2,6,440,2,5,3,5,5,2000.0,1512,1,1,0,5,624,1,2,3,0,2117,4,69.0,3,0,160,1,513.0,1,0,6,21,32,5,6,2,0,1,1,4,8,0,1,4,756,0,0,2000,2000,2007
972,605,0,3,0,4,4,0,0,6,6,0,0,4,972,1,6,2,5,0,4,3,8,8,1,0,1,6,312,1,5,3,5,5,1939.0,1577,0,1,2,0,346,1,1,3,0,6435,4,65.0,3,0,50,3,0.0,3,0,10,3,0,5,6,2,0,1,1,4,8,0,1,6,972,0,0,1939,1950,2006
1516,651,0,3,0,4,1,125,1031,3,0,1,0,4,36,1,2,2,5,0,4,2,13,14,2,1,2,6,518,2,5,2,5,1,1974.0,2167,1,1,4,5,1254,1,2,3,0,17542,4,69.0,0,0,60,3,0.0,3,0,7,24,47,7,7,2,0,1,1,4,8,0,1,9,1192,0,220,1974,2003,2007
1212,0,0,3,0,1,0,506,0,0,6,1,0,2,0,1,2,2,5,0,4,3,6,10,1,1,1,6,492,2,5,3,5,1,1978.0,1212,0,1,4,7,263,1,3,3,0,8471,0,88.0,0,0,80,3,46.0,1,0,7,19,12,7,6,2,0,1,1,4,8,0,1,6,506,0,292,1977,1995,2006
969,0,0,3,0,4,0,716,0,1,6,0,0,4,253,1,2,2,5,0,4,3,6,6,0,1,1,6,440,2,5,3,5,1,1975.0,969,1,1,4,2,151,1,3,3,0,10356,0,120.0,3,0,20,3,0.0,3,0,1,5,0,6,5,2,0,1,1,4,8,0,1,5,969,0,0,1975,1975,2007
1072,0,0,2,4,4,1,459,0,2,6,1,0,2,88,1,2,2,5,0,4,3,12,13,0,2,1,6,525,2,5,2,5,2,2005.0,1072,0,1,0,7,473,1,3,3,0,3675,4,35.0,3,0,180,4,80.0,1,0,6,7,28,5,6,2,0,1,1,4,8,0,1,5,547,0,0,2005,2005,2008
1518,0,0,1,4,4,1,1218,0,2,6,0,0,0,300,1,2,2,5,0,4,0,8,8,1,2,1,6,588,2,5,2,5,1,2003.0,1518,1,1,0,2,641,1,0,3,0,12677,4,62.0,0,0,120,3,472.0,1,0,4,16,140,5,8,2,0,1,3,4,8,0,1,6,1518,0,185,2003,2004,2008
1188,0,0,3,0,4,4,593,0,5,6,0,0,4,595,1,2,2,5,0,4,3,6,6,0,1,1,6,312,1,5,3,5,1,1962.0,1188,0,1,4,2,1447,1,3,3,0,26142,1,69.0,0,0,20,3,189.0,1,0,4,11,39,7,5,1,0,1,1,4,8,0,1,6,1188,0,261,1962,1962,2010
1026,932,0,3,0,4,4,0,0,6,6,0,0,2,1026,1,2,2,5,0,4,2,5,5,1,2,2,6,936,3,5,0,5,1,2005.0,1958,1,1,0,5,1375,1,2,3,0,10625,4,85.0,3,0,60,1,0.0,3,0,7,21,210,5,7,2,0,1,1,4,8,0,1,9,1026,0,154,2005,2005,2008
1069,0,0,2,4,4,4,559,0,0,6,0,0,2,510,1,2,2,5,0,4,3,9,10,0,1,2,6,440,2,5,2,5,1,1977.0,1069,0,1,4,2,551,1,3,3,0,4043,4,53.0,3,0,120,3,0.0,3,0,10,13,55,6,6,2,0,1,1,0,0,200,1,4,1069,0,0,1977,1977,2008
1788,0,0,3,0,4,0,0,0,6,6,0,0,2,1753,1,2,2,5,0,4,2,12,13,1,2,2,6,522,2,5,2,5,1,2001.0,1788,0,1,0,2,929,1,0,3,0,11838,4,69.0,3,0,20,3,0.0,3,0,6,5,151,5,8,2,0,1,3,4,8,0,1,7,1753,0,202,2001,2001,2009
1766,648,0,3,1,0,4,664,0,1,6,0,0,4,290,0,2,2,0,0,1,3,13,14,1,1,2,4,520,2,1,3,5,1,1970.0,2414,0,1,4,0,489,2,3,3,0,10800,0,60.0,3,0,190,3,0.0,3,0,5,17,0,4,5,0,0,1,1,4,3,0,1,10,954,0,142,1900,1970,2006
720,0,0,2,0,2,3,0,0,4,4,0,0,3,0,0,1,2,5,0,4,3,12,13,0,1,1,6,287,1,1,3,5,5,1955.0,720,0,0,4,2,1322,1,3,3,0,6627,0,69.0,0,0,20,3,0.0,3,0,7,3,0,6,3,2,0,1,3,4,8,0,1,4,0,0,0,1949,1950,2008
1261,0,0,3,0,4,4,662,0,0,6,1,0,4,599,1,2,2,5,0,4,3,8,8,1,1,1,6,433,2,5,2,5,1,1958.0,1261,0,1,0,2,1172,1,3,3,0,9120,4,76.0,3,0,20,3,0.0,3,1400,11,12,0,6,6,2,0,1,3,4,8,288,1,6,1261,0,0,1958,1958,2008
875,0,0,2,0,4,4,209,0,1,6,1,0,4,506,1,2,2,0,0,4,3,13,14,0,0,1,6,180,1,5,3,1,5,1931.0,875,0,1,4,2,147,1,3,3,0,6120,0,51.0,3,0,30,4,0.0,3,0,11,3,0,7,5,2,0,1,1,4,8,0,1,5,715,0,48,1931,1993,2009
672,0,0,2,0,4,4,0,0,6,6,0,0,4,672,1,2,2,5,0,4,3,13,14,0,2,1,6,240,1,5,3,5,5,1940.0,672,0,1,0,2,403,1,3,3,0,10200,4,60.0,3,0,30,3,0.0,3,0,8,19,0,8,5,0,0,1,1,4,8,0,1,4,672,0,168,1940,1997,2008
980,0,0,4,2,1,1,945,0,2,6,0,2,2,0,1,2,2,5,0,4,3,14,10,0,1,2,6,0,0,3,1,3,6,1980.0,980,0,1,4,6,955,0,3,3,0,9400,1,35.0,0,0,90,3,250.0,1,0,10,7,0,5,6,2,0,5,0,1,8,0,1,4,945,0,0,1975,1975,2006
694,520,0,3,0,4,4,0,0,6,6,0,0,4,672,1,0,2,5,160,4,3,13,14,0,2,1,6,936,3,5,3,5,5,1998.0,1214,0,1,4,0,1405,1,3,3,0,10410,0,60.0,3,0,50,3,0.0,3,0,1,17,0,4,3,2,0,1,1,3,8,0,1,6,672,0,216,1915,1950,2006
1486,0,0,3,0,4,4,637,0,1,6,1,0,4,849,1,2,2,5,0,2,3,8,8,0,2,1,6,480,2,5,0,5,5,1968.0,1486,0,1,0,2,660,1,3,3,0,9937,0,75.0,3,0,20,3,0.0,3,0,3,7,0,7,5,2,0,1,3,4,8,0,1,7,1486,0,0,1964,1999,2009
849,811,0,3,0,4,4,326,0,3,6,0,0,4,389,1,2,2,0,0,4,3,11,12,1,1,1,6,240,1,5,3,5,5,1939.0,1660,1,1,1,5,464,1,3,1,1,11988,4,74.0,0,0,70,3,0.0,3,0,8,6,0,7,6,2,0,1,3,4,8,0,1,6,715,0,0,1934,1995,2008
1217,0,0,3,0,4,0,611,0,2,6,1,0,2,577,1,2,2,5,0,4,3,6,6,0,2,2,6,497,2,5,3,5,1,1990.0,1217,0,1,0,7,187,1,2,3,0,9947,1,69.0,0,0,80,3,0.0,3,0,6,11,27,5,7,2,0,1,1,4,8,0,1,6,1188,0,168,1990,1991,2009
860,704,0,3,0,4,4,275,0,5,6,0,0,4,429,1,2,2,5,0,4,3,8,8,1,1,1,6,234,1,5,3,5,1,1941.0,1564,1,1,0,5,1148,1,1,0,0,12000,4,75.0,3,0,70,3,0.0,3,0,7,6,0,7,7,2,0,1,1,4,8,0,1,7,704,0,0,1941,1950,2009
788,702,0,3,0,4,0,724,0,2,6,1,0,2,64,1,6,2,5,0,4,2,12,13,1,2,2,6,388,2,5,0,5,1,2004.0,1490,1,1,0,5,1225,1,2,3,0,15384,4,60.0,0,0,60,3,0.0,3,0,2,8,75,5,7,2,0,1,1,4,8,0,1,8,788,0,100,2004,2005,2008
1940,1254,0,4,0,4,2,428,0,1,6,0,0,2,537,1,2,2,5,0,4,3,3,14,2,2,2,6,380,2,5,3,5,2,1934.0,3194,1,1,4,5,609,1,3,1,1,12168,4,78.0,3,0,70,3,0.0,3,0,9,6,0,6,8,2,0,1,1,2,8,0,1,10,965,0,0,1934,1998,2007
1501,0,0,3,0,4,1,679,0,2,6,1,0,2,811,1,2,2,5,0,4,2,12,13,0,2,2,6,577,2,5,2,5,1,1999.0,1501,0,1,0,2,144,1,2,3,0,10335,4,78.0,0,0,20,3,183.0,1,0,6,5,29,5,7,2,0,1,1,4,8,0,1,6,1490,0,144,1999,1999,2009
660,660,0,3,0,4,4,0,0,6,6,0,0,2,660,1,6,2,5,0,4,2,12,13,0,2,2,6,400,2,5,0,5,1,2003.0,1320,1,1,0,5,752,1,2,3,0,7750,4,69.0,3,0,60,3,0.0,3,0,8,8,48,5,7,2,0,1,1,4,8,0,1,6,660,0,0,2003,2003,2007
1276,1336,0,4,0,4,4,854,0,2,6,1,0,2,371,1,2,2,5,0,4,2,12,13,1,2,2,6,676,3,5,0,5,1,1998.0,2612,1,1,0,5,982,1,2,3,0,12203,0,98.0,0,0,60,3,975.0,1,0,7,15,0,5,8,2,0,1,3,4,8,0,1,8,1225,0,250,1998,1999,2009
1360,1360,0,4,0,4,4,1036,184,2,3,1,1,4,140,1,0,2,5,552,2,2,11,12,1,2,2,6,795,2,5,3,5,5,1918.0,3112,0,1,2,5,198,1,2,3,0,25419,0,174.0,3,392,75,3,0.0,3,0,3,12,16,4,8,2,512,1,1,0,8,0,1,8,1360,0,0,1918,1990,2006
954,795,0,5,0,0,4,0,0,6,6,1,0,4,795,0,2,2,5,0,4,2,13,14,0,2,1,6,440,1,2,3,5,5,1997.0,2230,0,1,4,3,884,1,3,0,0,6204,4,60.0,3,481,75,3,0.0,3,0,3,18,188,5,4,2,0,1,1,4,8,0,1,10,795,0,0,1912,1950,2006
1156,866,0,4,0,4,4,392,0,1,6,0,0,2,768,1,2,2,5,0,4,3,9,10,1,1,2,6,505,2,5,0,5,1,1977.0,2022,1,1,0,5,280,1,3,3,0,10005,4,83.0,3,0,60,3,299.0,1,0,3,4,117,5,7,2,0,1,3,4,8,0,1,8,1160,0,288,1977,1977,2008
1468,795,0,3,0,4,4,795,0,0,6,1,0,4,0,1,3,2,5,0,4,3,9,10,1,1,2,6,539,2,5,0,5,1,1977.0,2263,1,1,1,5,294,1,2,3,0,16659,0,69.0,0,0,60,3,34.0,1,0,3,14,250,7,7,2,0,1,1,4,8,0,1,9,795,0,0,1977,1994,2006
955,677,0,3,0,4,4,0,0,6,6,0,0,2,935,1,2,2,5,0,4,3,12,13,1,2,2,6,462,2,5,0,5,1,1998.0,1632,1,1,2,5,1330,1,3,3,0,9084,4,63.0,0,0,60,3,0.0,3,0,6,8,28,5,7,2,0,1,3,4,8,0,1,8,935,0,0,1998,1998,2006
1288,0,0,1,4,4,4,786,0,2,6,1,0,2,474,1,2,2,5,0,4,2,3,3,2,2,1,6,500,2,5,0,5,1,1996.0,1288,1,1,0,2,401,1,0,3,0,14963,4,38.0,1,0,120,3,0.0,3,0,12,24,30,5,8,2,0,1,1,4,8,224,1,4,1260,0,120,1996,1996,2008
1080,0,0,3,0,4,4,570,0,1,6,0,0,4,510,1,2,2,5,0,2,3,8,8,0,1,1,6,288,1,5,3,5,1,1958.0,1080,0,1,2,2,123,1,3,3,0,9464,0,75.0,3,0,20,3,135.0,1,0,6,12,0,7,6,2,0,1,3,4,8,130,1,5,1080,0,0,1958,1958,2008
1700,0,0,3,0,4,0,340,0,2,6,1,0,2,1342,1,2,2,5,0,4,2,12,13,0,2,2,6,544,2,5,2,5,1,2003.0,1700,0,1,0,2,1208,1,2,3,0,9135,4,70.0,3,0,20,3,120.0,1,0,5,5,23,5,6,2,0,1,1,4,8,0,1,7,1682,0,192,2003,2003,2006
865,445,0,2,0,4,4,617,0,3,6,0,0,1,0,1,0,2,5,126,2,3,8,8,0,0,2,2,398,1,5,3,5,1,1924.0,1310,0,1,2,0,203,1,3,3,0,7000,0,50.0,3,0,50,3,0.0,3,0,5,17,0,6,6,2,0,1,1,4,0,0,1,6,617,0,0,1924,1950,2006
1067,0,0,2,0,4,4,442,0,1,6,0,0,2,625,1,2,2,5,0,4,3,12,6,0,1,2,3,436,2,5,3,5,1,1996.0,1067,0,1,4,2,836,1,2,3,0,9600,4,60.0,3,0,20,3,0.0,3,0,2,19,0,7,4,2,0,1,1,4,8,0,1,4,1067,0,290,1950,1995,2010
908,1020,0,4,1,4,4,0,0,6,6,0,0,1,1020,0,2,2,2,112,1,3,0,0,0,4,2,6,440,1,4,3,4,5,1910.0,1928,0,1,2,5,247,2,1,3,0,9142,4,69.0,3,0,190,4,0.0,3,0,4,17,60,8,6,2,0,1,1,4,8,0,1,9,1020,0,0,1910,1950,2006
1392,1392,0,5,0,4,4,790,469,1,3,1,0,2,133,1,6,2,5,0,4,3,9,10,2,1,3,6,564,2,5,2,5,1,1978.0,2784,1,1,4,5,1387,1,2,3,0,16692,4,80.0,0,0,60,3,184.0,1,2000,7,14,112,5,7,2,519,1,1,4,8,440,1,12,1392,0,0,1978,1978,2006
1108,989,0,3,0,4,0,975,0,2,6,1,0,2,133,1,2,2,5,0,4,3,12,13,1,2,2,6,583,2,5,2,5,5,1998.0,2097,1,1,0,5,1373,1,2,3,0,9750,0,75.0,3,0,60,3,0.0,3,0,6,5,170,6,7,2,0,1,1,4,8,0,1,8,1108,0,253,1998,1998,2006
816,0,0,2,0,4,0,538,0,0,6,0,0,4,278,1,2,2,5,96,2,2,13,14,0,0,1,6,432,1,5,3,5,5,2002.0,816,0,1,0,2,1154,1,3,3,0,5890,0,69.0,3,0,30,4,0.0,3,0,6,9,0,8,6,2,0,1,1,4,8,0,1,5,816,0,0,1930,2007,2008
1079,874,0,3,0,4,0,985,0,2,6,1,0,2,595,1,1,2,5,0,4,2,6,6,2,2,2,6,501,2,5,0,5,1,1992.0,1953,1,1,0,5,385,1,2,2,1,53107,0,69.0,1,0,60,3,0.0,3,0,6,4,231,5,6,2,0,1,1,4,8,0,1,9,1580,0,216,1992,1992,2007
1659,0,0,2,4,4,4,1158,0,2,6,1,0,2,343,1,2,2,5,0,4,2,5,5,1,2,2,6,499,2,5,0,5,1,2000.0,1659,0,1,0,2,1289,1,0,3,0,5664,4,40.0,0,0,120,3,0.0,3,0,10,22,59,5,8,2,0,1,1,4,8,0,1,5,1501,0,212,2000,2000,2009
1779,0,0,3,0,4,2,306,1085,0,5,1,0,4,372,1,2,2,5,0,4,3,13,10,1,1,1,6,454,2,5,3,5,1,1955.0,1779,1,1,4,2,855,1,3,3,0,17920,4,102.0,3,0,20,3,0.0,3,0,7,19,418,4,5,2,0,1,3,0,8,312,1,6,1763,0,0,1955,1974,2006
1248,0,0,2,4,4,0,16,0,2,6,0,0,2,1232,1,2,2,5,0,4,2,12,13,0,2,2,6,438,2,5,0,5,1,2005.0,1248,0,1,0,2,220,1,2,3,0,3010,4,43.0,3,0,120,3,16.0,1,0,3,0,0,5,7,2,0,1,1,5,6,0,1,5,1248,0,108,2005,2006,2006
1057,872,0,3,0,4,4,738,0,2,6,1,0,2,319,1,2,2,5,0,4,2,12,13,1,2,2,6,650,2,5,0,5,1,2001.0,1929,1,1,0,5,642,1,2,3,0,7050,4,69.0,3,0,60,1,0.0,3,0,5,21,235,5,7,2,0,1,1,4,8,0,1,7,1057,0,0,2001,2001,2007
1262,0,0,3,0,4,1,978,0,0,6,0,1,2,284,1,1,2,5,0,4,3,8,8,1,1,2,6,460,2,5,2,5,1,1976.0,1262,0,1,0,2,2,1,3,3,0,9600,2,80.0,3,0,20,3,0.0,3,0,5,24,0,8,6,2,0,1,1,4,8,0,1,6,1262,0,298,1976,1976,2007
1282,1414,0,4,0,4,0,984,0,2,6,1,0,0,280,1,2,2,5,0,4,2,12,13,1,2,2,6,792,3,5,0,5,3,2007.0,2696,1,1,0,5,113,1,0,3,0,9965,4,77.0,3,0,60,3,220.0,4,0,10,5,184,5,7,2,0,1,1,5,6,168,1,10,1264,0,120,2007,2007,2007
894,0,0,3,0,4,4,553,117,2,1,1,0,4,224,1,5,2,5,0,2,3,8,8,1,1,1,6,336,1,5,3,5,5,1973.0,894,0,1,0,2,699,1,3,3,0,8450,4,65.0,3,0,20,3,0.0,3,0,4,19,144,8,5,2,0,1,1,4,8,0,1,5,894,0,416,1965,2009,2010
1221,691,0,3,1,4,4,0,0,6,6,0,0,1,482,0,2,2,5,212,4,3,13,14,1,0,2,6,672,2,5,3,2,5,2003.0,1912,0,1,0,0,1394,2,3,3,0,10800,4,60.0,3,0,190,4,0.0,3,0,4,17,25,7,6,2,0,1,1,4,8,0,1,7,482,0,0,1905,2000,2008
965,0,0,3,0,4,4,641,0,1,6,1,0,4,187,1,2,2,5,0,4,3,12,13,0,1,1,6,300,1,5,3,5,5,1979.0,965,0,1,2,2,952,1,3,3,0,7800,0,60.0,3,0,20,2,0.0,3,0,7,20,0,5,5,2,0,1,1,0,8,0,1,6,828,0,421,1965,1965,2006
912,912,0,4,2,4,0,0,0,6,6,0,0,4,912,1,2,2,5,0,4,3,8,15,0,1,2,6,0,0,3,1,3,6,1980.0,1824,2,1,4,5,1284,2,3,2,0,9400,0,94.0,3,0,90,3,0.0,3,0,4,11,0,5,6,2,0,1,4,4,8,0,1,8,912,0,128,1971,1971,2010
1787,0,0,3,0,4,1,0,0,6,6,0,0,2,1753,1,2,2,5,0,4,2,12,13,1,2,2,6,748,3,5,2,5,1,2001.0,1787,0,1,0,2,1319,1,2,3,0,14781,1,69.0,1,0,20,3,178.0,1,0,8,5,150,5,8,2,0,1,3,4,8,0,1,7,1753,0,198,2001,2002,2006
1440,0,0,4,2,4,4,133,0,0,6,0,0,4,1307,0,2,2,1,0,4,3,12,13,0,1,2,6,0,0,3,1,3,6,1980.0,1440,0,1,4,2,442,2,1,3,0,12108,4,92.0,3,0,90,3,270.0,1,0,9,7,0,4,4,2,0,1,1,4,8,0,1,8,1440,0,0,1955,1955,2008
1032,220,0,3,0,4,4,280,0,1,6,0,0,4,752,1,2,2,0,96,4,3,12,13,0,1,1,6,288,1,5,3,5,1,1950.0,1252,0,1,4,0,1137,1,3,3,0,9600,4,80.0,3,0,50,3,0.0,3,0,4,12,0,5,6,2,0,1,1,0,8,0,1,6,1032,0,0,1950,1950,2008
1987,0,0,2,0,4,1,1314,0,2,6,1,0,2,672,1,2,2,5,0,4,2,6,6,1,2,2,6,691,2,5,0,5,1,1994.0,1987,0,1,0,2,1257,1,2,3,0,14303,0,91.0,0,0,20,3,554.0,1,0,8,15,36,5,8,2,0,1,3,4,8,0,1,7,1986,0,262,1994,1994,2008
1181,0,0,3,0,4,0,920,180,1,5,1,0,2,38,1,2,2,5,180,4,3,9,10,0,1,2,6,588,2,5,2,5,5,1974.0,1181,0,1,4,6,664,1,3,3,0,10012,4,90.0,3,0,85,3,0.0,3,0,4,7,0,5,4,2,0,1,1,4,8,0,1,6,1138,0,0,1972,1972,2008
962,830,0,3,0,4,4,0,0,6,6,1,0,2,936,1,2,2,5,0,4,3,12,13,1,2,2,6,451,2,5,0,5,1,2000.0,1792,1,1,0,5,1434,1,3,3,0,10261,4,93.0,0,0,60,3,318.0,1,0,5,8,0,5,6,2,0,1,1,4,8,0,1,8,936,0,0,2000,2000,2008
864,0,0,2,0,4,4,0,0,6,6,0,0,1,864,1,1,2,5,0,4,3,13,14,0,2,1,6,0,0,3,1,3,6,1980.0,864,0,1,0,2,1258,1,3,3,0,4060,0,56.0,3,0,30,3,0.0,3,0,7,7,96,8,5,2,0,1,1,4,8,0,1,4,864,0,0,1922,1950,2009
1128,0,0,3,0,4,2,776,0,0,6,1,0,4,344,1,2,2,5,123,2,3,8,8,0,1,2,6,525,2,5,2,5,1,1963.0,1128,0,1,2,2,1297,1,3,3,0,8700,4,80.0,3,0,20,3,148.0,1,0,12,12,20,6,5,2,0,1,3,4,8,0,1,6,1120,0,192,1963,1963,2008
1088,871,0,3,0,4,0,0,0,6,6,0,0,2,1088,1,2,2,5,0,4,2,12,13,1,2,2,6,1025,3,5,2,5,1,2006.0,1959,1,1,0,5,318,1,2,3,0,9000,4,75.0,3,0,60,1,0.0,3,0,12,21,46,5,8,2,0,1,1,4,8,0,1,8,1088,0,208,2006,2006,2007
1051,788,0,4,0,4,4,0,0,6,6,0,0,4,756,1,4,2,5,216,4,3,8,8,1,1,1,6,442,2,5,3,5,1,1966.0,1839,1,1,4,5,649,1,3,3,0,7700,4,70.0,3,0,60,3,351.0,1,0,6,12,124,5,6,2,0,1,1,4,8,0,1,7,756,0,0,1966,1966,2010
904,0,0,3,0,4,4,0,0,6,6,0,0,4,876,1,2,2,5,0,4,3,6,6,0,2,1,6,408,1,5,3,5,1,1966.0,904,0,1,4,2,710,1,3,3,0,7162,4,69.0,0,0,20,3,41.0,0,0,12,19,0,7,5,2,0,1,1,0,8,0,1,6,876,0,0,1966,1966,2008
1040,0,0,3,0,4,2,532,144,3,5,0,0,2,364,1,2,2,5,0,4,3,6,6,0,1,2,6,484,2,5,3,5,5,1977.0,1040,0,1,4,2,1283,1,2,3,0,8800,4,61.0,0,0,20,3,0.0,3,0,9,5,0,7,5,2,0,1,1,4,8,288,1,5,1040,0,0,1977,2008,2009
918,0,0,2,4,4,4,0,0,6,6,0,0,2,918,1,2,2,5,0,4,3,9,10,1,1,2,6,264,1,5,3,5,1,1979.0,918,0,1,4,2,973,1,3,3,0,7892,4,55.0,3,0,120,3,0.0,3,0,4,20,0,5,6,2,0,1,1,4,8,0,1,5,918,0,28,1979,1979,2010
1520,0,0,3,0,4,0,674,132,1,3,1,0,4,350,1,2,2,5,189,4,3,0,0,2,1,1,6,364,1,5,2,5,2,1955.0,1520,0,1,0,7,628,1,3,3,0,9600,4,80.0,3,0,80,3,164.0,1,0,3,12,0,6,6,2,0,1,1,4,8,0,1,7,1156,0,0,1955,1972,2010
